danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.791,0.665,8,-9.496,0,0.352,0.12,0.000161,0.0961,0.792,177.097,audio_features,45HLgh98kxPEMP1gPAEe8X,spotify:track:45HLgh98kxPEMP1gPAEe8X,https://api.spotify.com/v1/tracks/45HLgh98kxPEMP1gPAEe8X,https://api.spotify.com/v1/audio-analysis/45HLgh98kxPEMP1gPAEe8X,311800,4
0.792,0.744,7,-7.18,1,0.241,0.18,0.0,0.331,0.529,120.985,audio_features,1zUpNXz22EFtljQX3WPDzQ,spotify:track:1zUpNXz22EFtljQX3WPDzQ,https://api.spotify.com/v1/tracks/1zUpNXz22EFtljQX3WPDzQ,https://api.spotify.com/v1/audio-analysis/1zUpNXz22EFtljQX3WPDzQ,273267,4
0.658,0.771,4,-4.318,1,0.271,0.016,0.0,0.654,0.516,85.949,audio_features,3oairMMtNVnUppKwroxou4,spotify:track:3oairMMtNVnUppKwroxou4,https://api.spotify.com/v1/tracks/3oairMMtNVnUppKwroxou4,https://api.spotify.com/v1/audio-analysis/3oairMMtNVnUppKwroxou4,324307,4
0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,audio_features,79s5XnCN4TJKTVMSmOx8Ep,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,https://api.spotify.com/v1/tracks/79s5XnCN4TJKTVMSmOx8Ep,https://api.spotify.com/v1/audio-analysis/79s5XnCN4TJKTVMSmOx8Ep,216387,4
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
0.943,0.677,7,-6.033,1,0.246,0.165,0.0,0.327,0.616,112.001,audio_features,4rgwri7LajWVZvdj2N81SS,spotify:track:4rgwri7LajWVZvdj2N81SS,https://api.spotify.com/v1/tracks/4rgwri7LajWVZvdj2N81SS,https://api.spotify.com/v1/audio-analysis/4rgwri7LajWVZvdj2N81SS,145760,4
0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,audio_features,2gwkD6igEhQbDQegRCcdoB,spotify:track:2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,163320,4
0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,audio_features,2G1tXoGBaEMJ7FKGnkf6ud,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/tracks/2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/audio-analysis/2G1tXoGBaEMJ7FKGnkf6ud,203161,4
0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4
0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4
0.768,0.471,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,audio_features,4LmAnpjlhWTahvRkYR8xJa,spotify:track:4LmAnpjlhWTahvRkYR8xJa,https://api.spotify.com/v1/tracks/4LmAnpjlhWTahvRkYR8xJa,https://api.spotify.com/v1/audio-analysis/4LmAnpjlhWTahvRkYR8xJa,267427,4
0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,audio_features,60PAzFNW3vAiAiVK6DRJfB,spotify:track:60PAzFNW3vAiAiVK6DRJfB,https://api.spotify.com/v1/tracks/60PAzFNW3vAiAiVK6DRJfB,https://api.spotify.com/v1/audio-analysis/60PAzFNW3vAiAiVK6DRJfB,221240,4
0.682,0.603,10,-6.963,1,0.0414,0.209,0.0,0.252,0.418,162.057,audio_features,2iTOa1C2aA9INqjfn2yO6P,spotify:track:2iTOa1C2aA9INqjfn2yO6P,https://api.spotify.com/v1/tracks/2iTOa1C2aA9INqjfn2yO6P,https://api.spotify.com/v1/audio-analysis/2iTOa1C2aA9INqjfn2yO6P,140891,4
0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,audio_features,5A6OHHy73AR5tLxgTc98zz,spotify:track:5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz,217667,4
0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,audio_features,71vsEyBd4X1D5BUmLdFSVH,spotify:track:71vsEyBd4X1D5BUmLdFSVH,https://api.spotify.com/v1/tracks/71vsEyBd4X1D5BUmLdFSVH,https://api.spotify.com/v1/audio-analysis/71vsEyBd4X1D5BUmLdFSVH,209423,4
0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,audio_features,1OAh8uOEOvTDqkKFsKksCi,spotify:track:1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/tracks/1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/audio-analysis/1OAh8uOEOvTDqkKFsKksCi,204173,4
0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,audio_features,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,https://api.spotify.com/v1/tracks/2nBI3iWLhupR7LyAJ5GGkE,https://api.spotify.com/v1/audio-analysis/2nBI3iWLhupR7LyAJ5GGkE,334253,4
0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,audio_features,5RIVoVdkDLEygELLCniZFr,spotify:track:5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,185143,4
0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4
0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88,audio_features,6JjEVlMkfHWMeYavkEYzNO,spotify:track:6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/tracks/6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/audio-analysis/6JjEVlMkfHWMeYavkEYzNO,193911,3
0.414,0.807,10,-4.12,0,0.348,0.0428,0.0,0.822,0.409,175.158,audio_features,7Ezwtgfw7khBrpvaNPtMoT,spotify:track:7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/tracks/7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/audio-analysis/7Ezwtgfw7khBrpvaNPtMoT,191901,4
0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,audio_features,2JI71GHwq2LN8mtq3iCLYo,spotify:track:2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,239574,4
0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,audio_features,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,256533,4
0.667,0.384,4,-13.634,0,0.243,0.732,0.0813,0.101,0.163,127.376,audio_features,23ZKBTFW2qxyaQsxI4m20N,spotify:track:23ZKBTFW2qxyaQsxI4m20N,https://api.spotify.com/v1/tracks/23ZKBTFW2qxyaQsxI4m20N,https://api.spotify.com/v1/audio-analysis/23ZKBTFW2qxyaQsxI4m20N,215625,4
0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,audio_features,49zD0wr2S3d0lZPib0K4e1,spotify:track:49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,237400,4
0.727,0.616,8,-8.487,1,0.338,0.542,4.47e-06,0.482,0.392,140.014,audio_features,7IBLt4Qarf4JDLxIQDv2O5,spotify:track:7IBLt4Qarf4JDLxIQDv2O5,https://api.spotify.com/v1/tracks/7IBLt4Qarf4JDLxIQDv2O5,https://api.spotify.com/v1/audio-analysis/7IBLt4Qarf4JDLxIQDv2O5,291612,4
0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4
0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,audio_features,39Yp9wwQiSRIDOvrVg7mbk,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk,165978,4
0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,audio_features,0b9oOr2ZgvyQu88wzixux9,spotify:track:0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,225773,4
0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4
0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,audio_features,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/tracks/7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/audio-analysis/7yyRTcZmCiyzzJlNzGC9Ol,225205,4
0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,157712,4
0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4
0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,audio_features,7KFEIFuxnRRIRqN065WKTu,spotify:track:7KFEIFuxnRRIRqN065WKTu,https://api.spotify.com/v1/tracks/7KFEIFuxnRRIRqN065WKTu,https://api.spotify.com/v1/audio-analysis/7KFEIFuxnRRIRqN065WKTu,213053,4
0.803,0.565,5,-4.711,0,0.235,0.0558,0.0,0.141,0.474,163.085,audio_features,1sbEeUY8KsdvgiQi26JBFz,spotify:track:1sbEeUY8KsdvgiQi26JBFz,https://api.spotify.com/v1/tracks/1sbEeUY8KsdvgiQi26JBFz,https://api.spotify.com/v1/audio-analysis/1sbEeUY8KsdvgiQi26JBFz,200221,4
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4
0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,audio_features,1rkfJLgTlB6XYNjgZ0sVaK,spotify:track:1rkfJLgTlB6XYNjgZ0sVaK,https://api.spotify.com/v1/tracks/1rkfJLgTlB6XYNjgZ0sVaK,https://api.spotify.com/v1/audio-analysis/1rkfJLgTlB6XYNjgZ0sVaK,242407,4
0.746,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.964,audio_features,6piAUJJQFD8oHDUr0b7l7q,spotify:track:6piAUJJQFD8oHDUr0b7l7q,https://api.spotify.com/v1/tracks/6piAUJJQFD8oHDUr0b7l7q,https://api.spotify.com/v1/audio-analysis/6piAUJJQFD8oHDUr0b7l7q,179133,4
0.796,0.5,1,-7.21,1,0.425,0.118,0.0,0.155,0.227,75.012,audio_features,1nX9KhK3Fff27SnrIor2Yb,spotify:track:1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb,255560,4
0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,audio_features,2nrSQK3ooS0sOSecOvh5Aq,spotify:track:2nrSQK3ooS0sOSecOvh5Aq,https://api.spotify.com/v1/tracks/2nrSQK3ooS0sOSecOvh5Aq,https://api.spotify.com/v1/audio-analysis/2nrSQK3ooS0sOSecOvh5Aq,224933,4
0.654,0.813,11,-3.97,0,0.439,0.0485,0.0,0.174,0.413,80.022,audio_features,1Va0Zkaj8dTPrU82rixIF2,spotify:track:1Va0Zkaj8dTPrU82rixIF2,https://api.spotify.com/v1/tracks/1Va0Zkaj8dTPrU82rixIF2,https://api.spotify.com/v1/audio-analysis/1Va0Zkaj8dTPrU82rixIF2,177857,4
0.378,0.817,8,-3.071,0,0.0911,0.151,0.0,0.149,0.257,121.079,audio_features,1pfwOQKJsRRBf6NdYO4Qog,spotify:track:1pfwOQKJsRRBf6NdYO4Qog,https://api.spotify.com/v1/tracks/1pfwOQKJsRRBf6NdYO4Qog,https://api.spotify.com/v1/audio-analysis/1pfwOQKJsRRBf6NdYO4Qog,256163,4
0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,5qHirGR7M9tdm6C17DlzSY,spotify:track:5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/tracks/5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/audio-analysis/5qHirGR7M9tdm6C17DlzSY,121347,4
0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,audio_features,1ThmUihH9dF8EV08ku5AXN,spotify:track:1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/tracks/1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/audio-analysis/1ThmUihH9dF8EV08ku5AXN,145627,4
0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,audio_features,2toVe5hfuIi97ytDPDbQFt,spotify:track:2toVe5hfuIi97ytDPDbQFt,https://api.spotify.com/v1/tracks/2toVe5hfuIi97ytDPDbQFt,https://api.spotify.com/v1/audio-analysis/2toVe5hfuIi97ytDPDbQFt,229210,4
0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,audio_features,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,210937,4
0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,audio_features,2XHzzp1j4IfTNp1FTn7YFg,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/tracks/2XHzzp1j4IfTNp1FTn7YFg,https://api.spotify.com/v1/audio-analysis/2XHzzp1j4IfTNp1FTn7YFg,255053,4
0.644,0.47,4,-13.912,1,0.0445,0.495,0.0797,0.0984,0.326,139.985,audio_features,55ccsX7MhCOtw4AlN1juZM,spotify:track:55ccsX7MhCOtw4AlN1juZM,https://api.spotify.com/v1/tracks/55ccsX7MhCOtw4AlN1juZM,https://api.spotify.com/v1/audio-analysis/55ccsX7MhCOtw4AlN1juZM,222282,4
0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,audio_features,3J8EOeKLTLXORtWPpOU5bE,spotify:track:3J8EOeKLTLXORtWPpOU5bE,https://api.spotify.com/v1/tracks/3J8EOeKLTLXORtWPpOU5bE,https://api.spotify.com/v1/audio-analysis/3J8EOeKLTLXORtWPpOU5bE,205458,4
0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,audio_features,79XrkTOfV1AqySNjVlygpW,spotify:track:79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/tracks/79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/audio-analysis/79XrkTOfV1AqySNjVlygpW,181933,4
0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,audio_features,7M2tXmeS15NAzEn7ABFeBg,spotify:track:7M2tXmeS15NAzEn7ABFeBg,https://api.spotify.com/v1/tracks/7M2tXmeS15NAzEn7ABFeBg,https://api.spotify.com/v1/audio-analysis/7M2tXmeS15NAzEn7ABFeBg,245387,4
0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,audio_features,5MPPttjfGap2C6j6eKcO6J,spotify:track:5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/tracks/5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/audio-analysis/5MPPttjfGap2C6j6eKcO6J,142417,4
0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293,4
0.682,0.652,6,-10.741,0,0.373,0.0816,0.0,0.113,0.374,137.941,audio_features,4ddMiX7QTrwVqexzaXPvGC,spotify:track:4ddMiX7QTrwVqexzaXPvGC,https://api.spotify.com/v1/tracks/4ddMiX7QTrwVqexzaXPvGC,https://api.spotify.com/v1/audio-analysis/4ddMiX7QTrwVqexzaXPvGC,170435,4
0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,audio_features,1H7KnK26kc1YyellpbINEn,spotify:track:1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/tracks/1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/audio-analysis/1H7KnK26kc1YyellpbINEn,201600,4
0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,audio_features,0dIoGTQXDh1wVnhIiSyYEa,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/tracks/0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/audio-analysis/0dIoGTQXDh1wVnhIiSyYEa,224285,4
0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921,audio_features,60xaS8mYBKUW4VQQ666N0T,spotify:track:60xaS8mYBKUW4VQQ666N0T,https://api.spotify.com/v1/tracks/60xaS8mYBKUW4VQQ666N0T,https://api.spotify.com/v1/audio-analysis/60xaS8mYBKUW4VQQ666N0T,141542,4
0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,audio_features,6I6NX6tjGsxFAsIfGzY9lJ,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/tracks/6I6NX6tjGsxFAsIfGzY9lJ,https://api.spotify.com/v1/audio-analysis/6I6NX6tjGsxFAsIfGzY9lJ,264747,4
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
0.531,0.733,9,-5.055,1,0.053,0.492,1.02e-05,0.29,0.227,115.147,audio_features,3ML7VfIoOPcuaoq3ABTNp9,spotify:track:3ML7VfIoOPcuaoq3ABTNp9,https://api.spotify.com/v1/tracks/3ML7VfIoOPcuaoq3ABTNp9,https://api.spotify.com/v1/audio-analysis/3ML7VfIoOPcuaoq3ABTNp9,153509,4
0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,audio_features,4PnNzWe1LJoAMD5j5RHpI0,spotify:track:4PnNzWe1LJoAMD5j5RHpI0,https://api.spotify.com/v1/tracks/4PnNzWe1LJoAMD5j5RHpI0,https://api.spotify.com/v1/audio-analysis/4PnNzWe1LJoAMD5j5RHpI0,207059,4
0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,audio_features,6OaVWaGfhXn70ZJfdVcabn,spotify:track:6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/audio-analysis/6OaVWaGfhXn70ZJfdVcabn,218284,4
0.847,0.601,11,-6.311,0,0.103,0.163,0.787,0.11,0.548,139.996,audio_features,5XKZua8kqgHwcxeKiMIjge,spotify:track:5XKZua8kqgHwcxeKiMIjge,https://api.spotify.com/v1/tracks/5XKZua8kqgHwcxeKiMIjge,https://api.spotify.com/v1/audio-analysis/5XKZua8kqgHwcxeKiMIjge,75429,4
0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,audio_features,5lw8Mgb4LyhriPIC86gV6e,spotify:track:5lw8Mgb4LyhriPIC86gV6e,https://api.spotify.com/v1/tracks/5lw8Mgb4LyhriPIC86gV6e,https://api.spotify.com/v1/audio-analysis/5lw8Mgb4LyhriPIC86gV6e,175828,4
0.739,0.74,5,-5.86,0,0.333,0.0045,0.0,0.161,0.488,75.575,audio_features,4yNoUQkYf1QF8iYlEzNynH,spotify:track:4yNoUQkYf1QF8iYlEzNynH,https://api.spotify.com/v1/tracks/4yNoUQkYf1QF8iYlEzNynH,https://api.spotify.com/v1/audio-analysis/4yNoUQkYf1QF8iYlEzNynH,279853,4
0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,audio_features,5W8jRrZ6tWrTrqnKRtIQBf,spotify:track:5W8jRrZ6tWrTrqnKRtIQBf,https://api.spotify.com/v1/tracks/5W8jRrZ6tWrTrqnKRtIQBf,https://api.spotify.com/v1/audio-analysis/5W8jRrZ6tWrTrqnKRtIQBf,218210,4
0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075,audio_features,1CfuBY3BDdKpooQ9L5zgUc,spotify:track:1CfuBY3BDdKpooQ9L5zgUc,https://api.spotify.com/v1/tracks/1CfuBY3BDdKpooQ9L5zgUc,https://api.spotify.com/v1/audio-analysis/1CfuBY3BDdKpooQ9L5zgUc,227527,4
0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,audio_features,1oc92BMKYkNxK17C2GtyRM,spotify:track:1oc92BMKYkNxK17C2GtyRM,https://api.spotify.com/v1/tracks/1oc92BMKYkNxK17C2GtyRM,https://api.spotify.com/v1/audio-analysis/1oc92BMKYkNxK17C2GtyRM,171319,4
0.826,0.583,2,-5.186,0,0.0626,0.441,0.0,0.155,0.539,140.039,audio_features,6g6FfeozIEkVUXecpSq16Q,spotify:track:6g6FfeozIEkVUXecpSq16Q,https://api.spotify.com/v1/tracks/6g6FfeozIEkVUXecpSq16Q,https://api.spotify.com/v1/audio-analysis/6g6FfeozIEkVUXecpSq16Q,205759,4
0.758,0.507,1,-8.184,1,0.238,0.621,0.0,0.0881,0.649,88.098,audio_features,3eErOoZb8N8OtYOKh8zTNT,spotify:track:3eErOoZb8N8OtYOKh8zTNT,https://api.spotify.com/v1/tracks/3eErOoZb8N8OtYOKh8zTNT,https://api.spotify.com/v1/audio-analysis/3eErOoZb8N8OtYOKh8zTNT,181620,4
0.469,0.799,8,-5.983,0,0.387,0.105,0.0,0.32,0.495,147.847,audio_features,3mmA9C8Gt8xojss3bVHrgC,spotify:track:3mmA9C8Gt8xojss3bVHrgC,https://api.spotify.com/v1/tracks/3mmA9C8Gt8xojss3bVHrgC,https://api.spotify.com/v1/audio-analysis/3mmA9C8Gt8xojss3bVHrgC,256000,4
0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,audio_features,06JvOZ39sK8D8SqiqfaxDU,spotify:track:06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/tracks/06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/audio-analysis/06JvOZ39sK8D8SqiqfaxDU,148571,4
0.627,0.584,10,-6.821,0,0.497,0.165,0.0,0.254,0.287,78.691,audio_features,5NDad2eRVKQug7eO2RikcU,spotify:track:5NDad2eRVKQug7eO2RikcU,https://api.spotify.com/v1/tracks/5NDad2eRVKQug7eO2RikcU,https://api.spotify.com/v1/audio-analysis/5NDad2eRVKQug7eO2RikcU,234217,4
0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,audio_features,1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4
